Name|md5|Machine|SizeOfOptionalHeader|Characteristics|MajorLinkerVersion|MinorLinkerVersion|SizeOfCode|SizeOfInitializedData|SizeOfUninitializedData|AddressOfEntryPoint|BaseOfCode|BaseOfData|ImageBase|SectionAlignment|FileAlignment|MajorOperatingSystemVersion|MinorOperatingSystemVersion|MajorImageVersion|MinorImageVersion|MajorSubsystemVersion|MinorSubsystemVersion|SizeOfImage|SizeOfHeaders|CheckSum|Subsystem|DllCharacteristics|SizeOfStackReserve|SizeOfStackCommit|SizeOfHeapReserve|SizeOfHeapCommit|LoaderFlags|NumberOfRvaAndSizes|SectionsNb|SectionsMeanEntropy|SectionsMinEntropy|SectionsMaxEntropy|SectionsMeanRawsize|SectionsMinRawsize|SectionMaxRawsize|SectionsMeanVirtualsize|SectionsMinVirtualsize|SectionMaxVirtualsize|ImportsNbDLL|ImportsNb|ImportsNbOrdinal|ExportNb|ResourcesNb|ResourcesMeanEntropy|ResourcesMinEntropy|ResourcesMaxEntropy|ResourcesMeanSize|ResourcesMinSize|ResourcesMaxSize|LoadConfigurationSize|VersionInformationSize|legitimate
VirusShare_b085420cf29be8eeda7c214c3fb12c04|b085420cf29be8eeda7c214c3fb12c04|34404|240|35|8|0|29696|17920|0|6992|4096|0|4194304|4096|512|4|0|0|0|5|2|69632|1024|90332|2|32768|1048576|4096|1048576|4096|0|16|5|4.34273602432|1.9036463647|6.16182028051|9523.2|512|29696|10190.8|176|29486|3|83|0|0|1|4.6554208156|4.6554208156|4.6554208156|86.0|86|86|0|0|0
VirusShare_f10b77de13fff9bd80281526f0d1b7e6|f10b77de13fff9bd80281526f0d1b7e6|34404|240|35|8|0|17920|16896|0|20656|4096|0|5368709120|4096|512|4|0|0|0|5|2|53248|1024|49702|2|32768|1048576|4096|1048576|4096|0|16|5|4.31919479949|3.44398385074|6.06405852485|6963.2|512|17920|7084.6|792|17563|8|122|1|0|12|2.9935684455|1.81530369483|5.04829679253|644.666666667|20|3584|0|0|0
VirusShare_310b183e5cd2318c55a1538741847c1c|310b183e5cd2318c55a1538741847c1c|34404|240|34|8|0|304640|164352|0|405692|4096|0|65536|4096|512|6|0|6|0|6|0|483328|1024|482237|1|0|262144|4096|1048576|4096|0|16|8|2.03051154622|0.0|6.23871356353|58496.0|1024|301056|58394.75|728|300940|0|0|0|0|0|0|0|0|0|0|0|0|0|0
VirusShare_f57be4d55d95fee56d892c8acf82a4d1|f57be4d55d95fee56d892c8acf82a4d1|34404|240|34|10|0|53760|3824640|0|50000|4096|0|4294967296|4096|512|6|1|6|1|5|2|3903488|1024|3918977|2|33088|524288|8192|1048576|4096|0|16|5|4.84220778814|0.217769955458|7.99280818394|775680.0|512|3820544|777422.4|324|3821568|7|154|1|0|56|3.441026497|0.0|7.99993174005|68169.1071429|4|3697660|0|0|0
VirusShare_9900a18be22e3cea0c515d198159d22c|9900a18be22e3cea0c515d198159d22c|34404|240|34|10|10|61440|6656|0|61916|4096|0|65536|4096|512|6|2|6|2|6|2|90112|1024|113827|1|0|262144|4096|1048576|4096|0|16|7|3.4467755932|1.0011841892|6.43400105045|9728.0|512|60416|9457.28571429|12|60206|1|16|0|0|1|3.55526312845|3.55526312845|3.55526312845|944.0|944|944|112|0|0
VirusShare_d277417d04f5e8377b6d211679772364|d277417d04f5e8377b6d211679772364|34404|240|34|8|0|310784|22016|0|339976|4096|0|65536|4096|512|6|0|6|0|6|0|352256|1024|364047|1|0|262144|4096|1048576|4096|0|16|7|4.35499895407|2.17973712391|6.43223047683|47323.4285714|1024|309760|47285.1428571|750|309618|2|17|0|0|1|3.60674057076|3.60674057076|3.60674057076|1024.0|1024|1024|0|0|0
VirusShare_00e6af8a522259b83fa317b7a2f8f161|00e6af8a522259b83fa317b7a2f8f161|34404|240|47|8|0|32256|5120|0|1073780189|4096|0|4294967296|4096|512|5|2|5|2|5|2|98304|1024|60095|2|32768|262144|4096|1048576|4096|0|16|4|3.04267684892|0.0|6.09239454892|9344.0|1536|32256|9877.5|1380|32130|5|86|0|0|0|0|0|0|0|0|0|0|0|0
VirusShare_5754c50403653d1e0a9c5a78750c7f53|5754c50403653d1e0a9c5a78750c7f53|34404|240|34|10|10|8704|432640|0|5160|4096|0|5368709120|4096|512|6|2|6|2|5|2|462848|1024|462721|2|33120|524288|8192|1048576|4096|0|16|5|1.15369411259|0.0|5.76847056296|88268.8|512|431104|88288.0|72|430928|0|0|0|0|0|0|0|0|0|0|0|112|0|0
VirusShare_6702c668b5a7915040f29799f0bff9f8|6702c668b5a7915040f29799f0bff9f8|34404|240|34|9|0|94720|42496|0|84396|4096|0|5368709120|4096|512|5|2|0|0|5|2|159744|1024|173558|2|33088|1048576|4096|1048576|4096|0|16|6|4.26609234656|2.07086483621|5.8228747554|22869.3333333|1024|94720|22851.1666667|670|94677|6|129|0|0|1|5.0240316839|5.0240316839|5.0240316839|600.0|600|600|0|0|0
VirusShare_a90a54ee776288220f6f3aaed42a261f|a90a54ee776288220f6f3aaed42a261f|34404|240|34|9|0|55296|216064|0|51656|4096|0|4294967296|4096|512|6|1|6|1|5|2|294912|1024|290591|2|32832|524288|8192|1048576|4096|0|16|5|4.53718565372|0.201344328388|6.47009253536|54272.0|512|211968|55684.0|324|211708|7|152|1|0|22|3.19931105184|0.0|7.99731222615|9558.0|4|87494|0|0|0
VirusShare_b1c59fefcda733c97c50092068cc110a|b1c59fefcda733c97c50092068cc110a|34404|240|34|9|0|181760|116224|0|308553|4096|0|4294967296|4096|512|6|1|6|1|6|1|344064|1024|0|2|32768|524288|8192|1048576|4096|0|16|6|4.73852944197|0.0|7.87887255603|53930.6666667|0|181760|54969.6666667|3800|181442|12|246|2|0|16|4.82497053338|2.64972519964|7.97981806085|6610.25|146|60284|0|0|0
VirusShare_642cfdcac70e9a7f26d478e891ccbdfa|642cfdcac70e9a7f26d478e891ccbdfa|34404|240|34|10|0|53760|1417728|0|50000|4096|0|4294967296|4096|512|6|1|6|1|5|2|1499136|1024|1504266|2|33088|524288|8192|1048576|4096|0|16|5|4.83618403482|0.217769955458|7.96268941734|294297.6|512|1413632|296552.0|324|1417216|7|154|1|0|56|3.44951738823|0.0|7.99875990514|25189.2321429|4|1290142|0|0|0
VirusShare_1ecdc7455e30797fbe62a591cd119cd2|1ecdc7455e30797fbe62a591cd119cd2|34404|240|34|9|0|42496|25088|0|18492|4096|0|5368709120|4096|512|5|2|0|0|5|2|90112|1024|120320|2|33088|1048576|4096|1048576|4096|0|16|6|4.26397063203|2.35795630887|6.18048321086|11264.0|1024|42496|11853.0|998|41994|1|65|0|0|2|4.12738201789|3.45879043351|4.79597360227|631.0|346|916|0|0|0
VirusShare_cdf59503c968048b5a5359cdeb4c2d84|cdf59503c968048b5a5359cdeb4c2d84|34404|240|34|10|0|53760|246784|0|50000|4096|0|4294967296|4096|512|6|1|6|1|5|2|327680|1024|338679|2|33088|524288|8192|1048576|4096|0|16|5|4.74739279303|0.217769955458|7.51873320838|60108.8|512|242688|62260.8|324|245760|7|154|1|0|56|3.42798999055|0.0|7.9961630237|4274.66071429|4|119498|0|0|0
VirusShare_01aa11d5a865a9c34270b56e5a542a86|01aa11d5a865a9c34270b56e5a542a86|34404|240|35|8|0|76800|37888|0|79840|4096|0|5368709120|4096|512|4|0|0|0|5|2|126976|1024|136750|2|32768|1048576|4096|1048576|4096|0|16|5|4.64975655263|2.22167634971|6.20368846781|22937.6|3072|76800|23509.4|3012|76755|9|212|2|0|24|3.12743751297|1.83875868092|5.02739151763|561.0|20|2216|0|0|0
VirusShare_8a7bdb50251b559e715a4dc93c28b060|8a7bdb50251b559e715a4dc93c28b060|34404|240|35|9|0|37376|30720|0|8760|4096|0|5368709120|4096|512|5|2|0|0|5|2|81920|1024|0|3|32768|1048576|4096|1048576|4096|0|16|4|4.27531438637|1.87143112141|6.30873340247|14848.0|2560|37376|16655.75|2100|36982|2|85|0|1|0|0|0|0|0|0|0|0|0|0
VirusShare_d0595f53a68e289e55c9aa37546c6c89|d0595f53a68e289e55c9aa37546c6c89|34404|240|558|4|0|81920|745472|0|4136|4096|0|5368709120|4096|512|4|0|2|1|4|0|831488|1024|166971|2|33088|1048576|4096|1048576|4096|0|16|5|5.95822884807|0.0203931352361|7.99213801132|32665.6|512|81920|163264.6|8|463172|1|3|0|0|0|0|0|0|0|0|0|0|0|0
VirusShare_35aba21c5f039c225e828453b44bc176|35aba21c5f039c225e828453b44bc176|34404|240|35|8|0|33280|26624|0|74760|4096|0|4194304|4096|512|4|0|0|0|5|2|78426|1024|0|3|32768|1048576|4096|1048576|4096|0|16|5|4.69669011729|1.93171362581|6.19812895001|11776.0|2560|33280|12395.2|2196|33054|3|77|0|0|1|3.43474700953|3.43474700953|3.43474700953|936.0|936|936|0|0|0
VirusShare_3a152ef073000d460d9264d60f878123|3a152ef073000d460d9264d60f878123|34404|240|35|9|0|115200|27648|0|22268|4096|0|5368709120|4096|512|5|2|0|0|5|2|159744|1024|0|2|32768|1048576|4096|1048576|4096|0|16|5|4.38915497588|2.09428917825|5.95604888764|28569.6|1536|115200|28289.6|1164|114880|12|166|4|0|7|4.37770351608|2.21059409042|6.45657079446|1375.71428571|34|4264|0|0|0
VirusShare_9789089b434b5d4f23b7c7aaee61fadc|9789089b434b5d4f23b7c7aaee61fadc|34404|240|34|9|0|643584|239104|0|1074584785|4096|0|4294967296|4096|512|6|1|6|1|6|1|1748992|1536|911316|2|33088|524288|8192|1048576|4096|0|16|5|4.452782764|0.0|7.14653648354|173363.2|9216|643584|176203.2|8754|643338|21|436|1|0|26|4.15384804804|2.19946051922|7.96316210954|5973.07692308|146|51602|0|0|0
VirusShare_3087a840a97c80231d78767ae09bde10|3087a840a97c80231d78767ae09bde10|34404|240|34|8|0|258560|65536|0|250944|4096|0|65536|4096|512|5|2|5|2|5|2|348160|1024|370310|1|0|262144|4096|1048576|4096|0|16|8|4.17893205009|0.312493774595|6.2442511512|39040.0|512|254976|40218.75|64|254796|4|95|0|0|1|3.47092500511|3.47092500511|3.47092500511|828.0|828|828|0|0|0
VirusShare_3e52728bd5477a5a55be4a0acf7d179b|3e52728bd5477a5a55be4a0acf7d179b|34404|240|34|9|0|156672|609792|0|766848|4096|0|65536|4096|512|6|1|6|1|6|1|786432|1536|403919|1|128|262144|4096|1048576|4096|0|16|8|0.787734011016|0.0|6.30187208812|41984.0|512|155136|95508.0|11|585248|0|0|0|0|0|0|0|0|0|0|0|0|0|0
VirusShare_e542190dc5058a8902b217e46edc88ff|e542190dc5058a8902b217e46edc88ff|34404|240|35|8|0|22016|18944|0|6128|4096|0|4194304|4096|512|4|0|0|0|5|2|86016|1024|0|2|32768|1048576|4096|1048576|4096|0|16|4|4.61544805369|1.67383475283|6.17118694439|11776.0|3584|22016|18258.5|7944|34304|4|68|0|0|0|0|0|0|0|0|0|0|0|0
VirusShare_4890ddcfd7270850711d8a00e8882f33|4890ddcfd7270850711d8a00e8882f33|34404|240|35|9|0|613376|183808|0|119932|4096|0|5368709120|4096|512|5|2|0|0|5|2|872448|1024|802598|2|33024|4194304|4096|4194304|4096|0|16|5|4.80824806522|2.17059147901|6.42800749315|154931.2|15360|613376|172128.2|15208|613057|16|517|0|0|19|3.11093356094|1.84273764861|6.51829158272|740.526315789|20|3240|0|0|0
VirusShare_123c27059bb48cf72f253da31f67575f|123c27059bb48cf72f253da31f67575f|34404|240|34|10|10|1024|3584|0|4104|4096|0|65536|4096|512|6|2|6|2|6|2|32768|1024|38015|1|0|262144|4096|1048576|4096|0|16|7|1.44373196773|0.23263253451|3.08562824144|658.285714286|512|1536|293.285714286|24|1032|2|2|0|0|1|3.57157646047|3.57157646047|3.57157646047|932.0|932|932|112|0|0
VirusShare_4bc75c43ca502fc6251b08939be62941|4bc75c43ca502fc6251b08939be62941|34404|240|34|10|0|53760|352768|0|50000|4096|0|4294967296|4096|512|6|1|6|1|5|2|434176|1024|420264|2|33088|524288|8192|1048576|4096|0|16|5|4.81333383946|0.217769955458|7.84843844053|81305.6|512|348672|82834.4|324|348628|7|154|1|0|44|2.92746072825|0.0|7.99886204883|7870.45454545|4|311524|0|0|0
VirusShare_7fe9df44100806be5e9c676e68fce782|7fe9df44100806be5e9c676e68fce782|34404|240|35|8|0|3072|49152|0|5840|4096|0|4194304|4096|512|4|0|0|0|5|2|86016|1024|0|2|32768|1048576|4096|1048576|4096|0|16|5|2.98629240407|0.301406807312|5.25734880079|10342.4|512|45056|14312.6|192|64512|6|43|0|0|12|2.97007538161|1.69893185356|4.49509572783|3591.83333333|146|16936|0|0|0
VirusShare_db5088b2f8addb295646530580c86abe|db5088b2f8addb295646530580c86abe|34404|240|35|8|0|57856|31232|0|60864|4096|0|5368709120|4096|512|4|0|0|0|5|2|110592|1024|127960|2|32768|1048576|4096|1048576|4096|0|16|5|4.5552012|3.03806676212|6.15432753473|17817.6|1024|57856|18269.8|2604|57795|8|185|2|0|31|2.89411817466|1.83875868092|5.04829679253|373.161290323|20|1322|0|0|0
VirusShare_4675b57fad56fd88bf34de076a7f39a0|4675b57fad56fd88bf34de076a7f39a0|34404|240|34|10|10|8704|858112|0|5160|4096|0|5368709120|4096|512|6|2|6|2|5|2|888832|1024|932347|2|33120|524288|8192|1048576|4096|0|16|5|3.49781018795|0.155177575305|7.99813239795|173363.2|512|856576|173319.2|72|856084|3|50|0|0|4|5.80339232844|2.41967163931|7.99748385908|213902.25|456|760054|112|0|0
VirusShare_c86439ecd578a5878f99986275bcb785|c86439ecd578a5878f99986275bcb785|34404|240|34|8|0|17408|4096|0|33652|4096|0|65536|4096|512|6|0|6|0|6|0|40960|1024|76190|1|0|262144|4096|1048576|4096|0|16|7|3.41896177138|0.242002446997|5.85825820146|2925.71428571|512|11264|2795.14285714|72|10992|2|55|0|0|0|0|0|0|0|0|0|0|0|0
VirusShare_6f1cc4ecf8dc7edb512cff16cbd7cb9e|6f1cc4ecf8dc7edb512cff16cbd7cb9e|34404|240|34|9|0|55296|187904|0|51656|4096|0|4294967296|4096|512|6|1|6|1|5|2|266240|1024|264281|2|32832|524288|8192|1048576|4096|0|16|5|4.74053406364|0.201344328388|7.48683458491|48640.0|512|183808|50206.4|324|184320|7|152|1|0|43|3.46498805541|0.0|7.99558075234|4209.48837209|4|72297|0|0|0
VirusShare_985441750ce4c52e4f72d2bdac629d8b|985441750ce4c52e4f72d2bdac629d8b|34404|240|34|8|0|258560|65536|0|250944|4096|0|65536|4096|512|5|2|5|2|5|2|348160|1024|370310|1|0|262144|4096|1048576|4096|0|16|8|4.18012708908|0.312493774595|6.2442511512|39040.0|512|254976|40218.75|64|254796|4|95|0|0|1|3.47092500511|3.47092500511|3.47092500511|828.0|828|828|0|0|0
VirusShare_efe183c9a23b96f321f235e87717a4b8|efe183c9a23b96f321f235e87717a4b8|34404|240|34|9|0|252928|46080|0|242652|4096|0|65536|4096|512|6|1|6|1|5|2|315392|1024|332591|1|0|262144|4096|1048576|4096|0|16|8|4.05332949226|0.26701297826|6.37472139069|35712.0|512|249344|37141.25|56|248872|4|97|0|0|1|3.43983505107|3.43983505107|3.43983505107|860.0|860|860|0|0|0
VirusShare_1a5d3021db16ee2670c8e3d3b9a0771f|1a5d3021db16ee2670c8e3d3b9a0771f|34404|240|34|9|0|254976|48640|0|258986|4096|0|4294967296|4096|512|6|1|6|1|6|1|352256|1536|0|2|32768|524288|8192|1048576|4096|0|16|6|4.33817883433|0.0|7.87341126845|53333.3333333|0|254976|55995.3333333|4096|254976|13|226|1|0|14|4.11834620314|2.8209106921|5.92428629111|2051.85714286|132|11682|0|0|0
VirusShare_47e20a7f61eab0c70674b0ddf4e88979|47e20a7f61eab0c70674b0ddf4e88979|34404|240|34|8|0|1327104|61440|0|1612010733|8192|0|4194304|8192|4096|4|0|0|0|4|0|2809856|4096|1425212|2|34112|4194304|16384|1048576|8192|0|16|2|3.49771221027|0.0|6.99542442055|694272.0|61440|1327104|692566.0|58172|1326960|0|0|0|0|0|0|0|0|0|0|0|0|0|0
VirusShare_a0232db9969b9aa5ee85397a90a95e57|a0232db9969b9aa5ee85397a90a95e57|34404|240|35|9|0|613376|183808|0|119932|4096|0|5368709120|4096|512|5|2|0|0|5|2|897024|1024|802598|2|33024|4194304|4096|4194304|4096|0|16|5|5.0024138423|2.17059147901|6.42800749315|159436.8|27648|613376|176592.2|27156|613057|16|517|0|0|27|3.68367129544|1.84273764861|6.26881172941|1333.55555556|20|9640|0|0|0
VirusShare_48bc80580308e62815fe2772f8f19698|48bc80580308e62815fe2772f8f19698|34404|240|34|9|0|55296|5060096|0|51656|4096|0|4294967296|4096|512|6|1|6|1|5|2|5140480|1024|5116880|2|32832|524288|8192|1048576|4096|0|16|5|4.80233598193|0.0|7.99718850479|1023078.4|512|5056000|1025054.4|324|5058560|7|152|1|0|44|2.6692691461|0.0|7.99995405102|114839.75|4|4943248|0|0|0
VirusShare_2ebe59105a5a955361ab3dd16158746d|2ebe59105a5a955361ab3dd16158746d|34404|240|34|9|0|55296|1679360|0|51656|4096|0|4294967296|4096|512|6|1|6|1|5|2|1757184|1024|1756260|2|32832|524288|8192|1048576|4096|0|16|5|4.83371736556|0.201344328388|7.95275109454|346931.2|512|1675264|348395.2|324|1675264|7|152|1|0|83|3.36664968738|0.0|7.99975706175|20139.9518072|4|1529912|0|0|0
VirusShare_54b63721c3487153864ce4b2e14892e2|54b63721c3487153864ce4b2e14892e2|34404|240|34|9|0|205824|135168|0|78928|4096|0|4294967296|4096|512|6|1|6|1|6|1|356352|2048|344818|3|33088|524288|90112|1048576|4096|0|16|6|1.68614305516|0.0|6.25250809837|56832.0|3584|205824|56540.0|3080|205588|0|0|0|0|0|0|0|0|0|0|0|0|0|0
VirusShare_ffd51c078232fbd9b3b507b43bfe72c8|ffd51c078232fbd9b3b507b43bfe72c8|34404|240|34|9|0|18432|3584|0|36964|4096|0|65536|4096|512|6|1|6|1|6|1|45056|1024|56528|1|0|262144|4096|1048576|4096|0|16|6|3.41331749714|0.301406807312|6.29991943108|3669.33333333|512|17408|3440.83333333|272|17229|2|22|0|0|1|3.78890512188|3.78890512188|3.78890512188|924.0|924|924|0|0|0
VirusShare_e3d80c62ea1b9395b7fa369d70889a2d|e3d80c62ea1b9395b7fa369d70889a2d|34404|240|35|8|0|35840|23040|0|90477|4096|0|4194304|4096|512|4|0|0|0|5|2|98304|1024|0|2|32768|1048576|4096|1048576|4096|0|16|5|4.11770374626|0.0|7.80259068335|16384.0|0|35840|18264.8|4096|35758|5|84|0|0|0|0|0|0|0|0|0|0|0|0
VirusShare_186920c608674943292030114d7e3ae8|186920c608674943292030114d7e3ae8|34404|240|34|10|10|8704|235008|0|5160|4096|0|5368709120|4096|512|6|2|6|2|5|2|262144|1024|318360|2|33120|524288|8192|1048576|4096|0|16|5|1.16341725429|0.0|5.81708627147|48742.4|512|233472|48742.4|72|233200|0|0|0|0|0|0|0|0|0|0|0|112|0|0
VirusShare_0d6ce9c25d44e198e3f96c846c472227|0d6ce9c25d44e198e3f96c846c472227|34404|240|35|9|0|25600|18432|0|1073787205|4096|0|5368709120|4096|512|5|2|0|0|5|2|118784|1024|85967|2|32768|1048576|4096|1048576|4096|0|16|5|3.4983545161|0.0|6.33179721372|8806.4|1536|25600|9401.0|1344|25535|2|71|0|0|0|0|0|0|0|0|0|0|0|0
VirusShare_3eac43d6d2823e96ec667e1b9aab6a73|3eac43d6d2823e96ec667e1b9aab6a73|34404|240|35|9|0|613376|183808|0|119932|4096|0|5368709120|4096|512|5|2|0|0|5|2|884736|1024|802598|2|33024|4194304|4096|4194304|4096|0|16|5|4.99348386228|2.17059147901|6.42800749315|157286.4|27136|613376|174510.6|27120|613057|16|517|0|0|21|3.36171095309|1.84273764861|6.0451539958|1232.85714286|20|9640|0|0|0
VirusShare_440f402a1d01e00e432b006f19d53984|440f402a1d01e00e432b006f19d53984|34404|240|35|8|0|463360|178176|0|1074380493|4096|0|5368709120|4096|512|4|0|0|0|5|2|1302528|1024|649703|3|32768|1048576|4096|1048576|4096|0|16|5|3.94466740828|0.0|6.14591647524|126464.0|1024|463360|128154.4|992|463034|9|230|0|0|0|0|0|0|0|0|0|0|0|0
VirusShare_d369380616c2d38b934f57eab8b706e2|d369380616c2d38b934f57eab8b706e2|34404|240|34|8|0|1512960|272896|0|1789960|4096|0|65536|4096|512|6|0|6|0|6|0|1810432|1024|1839019|1|0|262144|4096|1048576|4096|0|16|10|0.645067516434|0.0|6.45067516434|178329.6|512|1458688|178241.0|224|1458332|0|0|0|0|0|0|0|0|0|0|0|0|0|0
VirusShare_154ce466aedbe66ef86f6bc60b05c8be|154ce466aedbe66ef86f6bc60b05c8be|34404|240|34|10|0|102400|79872|0|38168|4096|0|5368709120|4096|512|5|2|0|0|5|2|208896|1024|207547|3|33088|1048576|4096|1048576|4096|0|16|6|1.07406151462|0.0|6.44436908775|30378.6666667|1536|102400|31615.8333333|1164|102107|0|0|0|0|0|0|0|0|0|0|0|0|0|0
VirusShare_676df385a8867b88b70008d5fde5a029|676df385a8867b88b70008d5fde5a029|34404|240|35|8|0|22016|18944|0|3221271622|4096|0|4194304|4096|512|4|0|0|0|5|2|106496|1024|70095|2|32768|1048576|4096|1048576|4096|0|16|4|3.09753021295|0.0|6.14787848114|9088.0|1536|22016|9981.0|1308|21582|4|68|0|0|0|0|0|0|0|0|0|0|0|0
VirusShare_8b8a263fd021bd5d1496031e711e8727|8b8a263fd021bd5d1496031e711e8727|34404|240|35|8|0|12775424|2305536|0|12778992|4096|0|4194304|4096|512|5|2|5|2|5|2|15519744|1024|0|2|0|1048576|16384|1048576|8192|0|16|9|3.43373124455|0.0|6.52525105918|1675662.22222|0|12775424|1721585.77778|40|12775184|30|711|0|0|381|4.54654690399|1.0|6.20180797918|2798.21259843|2|100442|0|0|0
VirusShare_f99bc9b65c058bdd470bda7c7bf6de80|f99bc9b65c058bdd470bda7c7bf6de80|34404|240|35|9|0|105984|54272|0|1073909045|4096|0|5368709120|4096|512|5|2|0|0|5|2|356352|1024|179374|2|32768|1048576|4096|1048576|4096|0|16|5|3.9461276212|0.0|6.39053679909|32051.2|2560|105984|33632.0|2552|105562|9|172|0|0|0|0|0|0|0|0|0|0|0|0
VirusShare_37aeb77c8b692565246f54fb7f2b5e44|37aeb77c8b692565246f54fb7f2b5e44|34404|240|34|9|0|35328|28672|0|77924|4096|0|65536|4096|512|6|1|6|1|6|1|86016|1024|45686|1|0|262144|4096|1048576|4096|0|16|6|3.31471031628|0.159083825305|6.20073355891|6400.0|512|33280|10397.8333333|36|32769|1|53|0|0|0|0|0|0|0|0|0|0|0|0
VirusShare_097c051268fc5929773a9c3cff788c1c|097c051268fc5929773a9c3cff788c1c|34404|240|34|9|0|73216|58880|0|1073849553|4096|0|5368709120|4096|512|5|2|0|0|5|2|290816|1024|0|2|33088|1048576|4096|1048576|4096|0|16|6|3.91050075861|0.0|6.35221536418|22016.0|1536|73216|27386.3333333|1270|72960|6|153|0|0|21|4.12328171877|1.93439824281|5.81939127069|1016.0952381|56|3752|0|0|0
VirusShare_5cf8435ac2789e4c45acaba573719356|5cf8435ac2789e4c45acaba573719356|34404|240|782|4|21|471040|12288|0|4100|4096|0|4295442432|4096|4096|6|1|6|1|5|2|487424|4096|503285|2|32768|524288|8192|1048576|0|483248|60|4|4.29432223007|0.0|7.91799780828|120064.0|0|467968|119737.0|0|471040|0|0|0|0|0|0|0|0|0|0|0|0|0|0
VirusShare_d7d9a9cc107f9db783446e39bff8db09|d7d9a9cc107f9db783446e39bff8db09|34404|240|34|9|0|42496|25088|0|18492|4096|0|5368709120|4096|512|5|2|0|0|5|2|90112|1024|120320|2|33088|1048576|4096|1048576|4096|0|16|6|4.2638966964|2.35795630887|6.18003959712|11264.0|1024|42496|11853.0|998|41994|1|65|0|0|2|4.12738201789|3.45879043351|4.79597360227|631.0|346|916|0|0|0
VirusShare_d3c4a6a57c91bc8f54ebd945b6dd3437|d3c4a6a57c91bc8f54ebd945b6dd3437|34404|240|34|10|0|53760|154112|0|50000|4096|0|4294967296|4096|512|6|1|6|1|5|2|233472|1024|271231|2|33088|524288|8192|1048576|4096|0|16|5|4.73275104627|0.217769955458|7.4455244746|41574.4|512|150016|43092.0|324|149916|7|154|1|0|45|3.1087521035|0.0|7.99769592689|3278.71111111|4|108331|0|0|0
VirusShare_1ce5e870656a9cd7b9fcd6d7f63a7771|1ce5e870656a9cd7b9fcd6d7f63a7771|34404|240|35|9|0|37376|30720|0|8760|4096|0|5368709120|4096|512|5|2|0|0|5|2|81920|1024|67034|3|32768|1048576|4096|1048576|4096|0|16|4|4.27527226282|1.87143112141|6.30873340247|14848.0|2560|37376|16655.75|2100|36982|2|85|0|1|0|0|0|0|0|0|0|0|0|0
VirusShare_a44366ea0764087efbfb21132fb96a65|a44366ea0764087efbfb21132fb96a65|34404|240|34|10|10|63488|29184|0|4316|4096|0|65536|4096|512|6|2|6|2|6|2|114688|1024|91274|1|0|262144|4096|1048576|4096|0|16|8|4.68957750601|1.00026943709|7.47808726383|10816.0|512|45056|11239.875|318|44570|3|60|0|0|3|4.70092428241|2.79524750237|7.75334491093|4400.66666667|232|12046|112|0|0
VirusShare_5f992dcdf94a3ae1a19afb2d685410e7|5f992dcdf94a3ae1a19afb2d685410e7|34404|240|47|8|0|103936|43008|0|99376|4096|0|4294967296|4096|512|5|2|5|2|5|2|159744|1024|0|2|32768|262144|4096|1048576|4096|0|16|4|4.62130207157|3.11101722249|6.01834409093|36480.0|2048|103936|36862.0|1704|103688|6|129|0|0|26|3.70120461319|2.47095059445|6.09455227344|1297.46153846|40|9640|0|0|0
VirusShare_017bea72340e230c96dbbcac36031fa2|017bea72340e230c96dbbcac36031fa2|34404|240|34|9|0|55296|267264|0|51656|4096|0|4294967296|4096|512|6|1|6|1|5|2|348160|1024|334342|2|32832|524288|8192|1048576|4096|0|16|5|4.77204248963|0.201344328388|7.64437671486|64512.0|512|263168|65922.4|324|262900|7|152|1|0|48|3.42957870802|0.0|7.99803703386|5420.47916667|4|146738|0|0|0
VirusShare_ad16f818470d09beb9757b873d3feb27|ad16f818470d09beb9757b873d3feb27|34404|240|35|9|0|77312|34816|0|1073974324|4096|0|5368709120|4096|512|5|2|0|0|5|2|372736|1024|122864|3|32768|1048576|4096|1048576|4096|0|16|5|3.61837671918|0.0|6.36612545417|22425.6|1536|77312|23827.6|1316|76862|5|98|0|0|0|0|0|0|0|0|0|0|0|0
VirusShare_6090f8064149df3c1312e3480908fa76|6090f8064149df3c1312e3480908fa76|34404|240|34|9|0|137728|67072|0|56604|4096|0|5368709120|4096|512|5|2|0|0|5|2|233472|1024|244435|3|33088|1048576|4096|1048576|4096|0|16|6|4.73715662188|3.90779709656|6.33232708931|34133.3333333|2048|137728|35566.6666667|1832|137594|3|103|0|0|3|3.27563234701|2.3331088213|4.79597360227|532.666666667|104|1148|0|0|0
VirusShare_25d4e9e52fe16e5f44237a711d8c6acf|25d4e9e52fe16e5f44237a711d8c6acf|34404|240|34|9|0|5632|13824|0|1073742329|4096|0|5368709120|4096|512|5|2|0|0|5|2|49152|1024|88352|2|33088|1048576|4096|1048576|4096|0|16|6|3.34232647563|0.0|5.78424339566|3242.66666667|512|8704|3333.66666667|564|8652|6|198|142|0|3|3.88693144532|3.14727233328|5.07595090999|711.333333333|270|1132|0|0|0
VirusShare_5df31e5ab1f18abb6988c6a1baaf565b|5df31e5ab1f18abb6988c6a1baaf565b|34404|240|34|9|0|36352|69120|0|7408|4096|0|5368709120|4096|512|5|2|0|0|5|2|131072|1024|160662|2|33088|1048576|4096|1048576|4096|0|16|6|4.02859913383|1.73110752871|6.37320591446|17578.6666667|1024|50176|18826.5|758|50100|2|76|0|0|24|3.40629892614|1.7987949407|5.17500758442|2030.375|16|9640|0|0|0
